order_id,item_id,merchant_id
89ce01b5b,98,3e2b6
9422d0a3e,265,3e2b6
268c923d6,265,3e2b6
2835192b3,98,3e2b6
1678feb1f,84,3e2b6
f3c6c2a68,98,3e2b6
6e4bbbad0,265,3e2b6
81d26ff8f,98,3e2b6
8f4760ae8,265,3e2b6
3e2fd6e88,265,3e2b6
ef1e16584,98,3e2b6
9bd030a89,222,3e2b6
f24692870,222,3e2b6
bedef28ba,265,3e2b6
17f8e1beb,265,3e2b6
101429aac,265,3e2b6
42c862cd9,222,3e2b6
0a5750bdf,265,3e2b6
128afda90,265,3e2b6
6cbb39786,265,3e2b6
83b648a53,98,3e2b6
54c971025,84,3e2b6
07eef2675,265,3e2b6
7b295bbc2,98,3e2b6
f5b752675,265,3e2b6
2282f01af,222,3e2b6
d0da90157,84,3e2b6
bd0837e57,265,3e2b6
923930a8c,84,3e2b6
b3b39867b,98,3e2b6
fba64985f,265,3e2b6
95a95891b,265,3e2b6
a51414133,265,3e2b6
60497db96,265,3e2b6
7d03be242,222,3e2b6
79f3c7924,98,3e2b6
3d1154b1b,84,3e2b6
43a189610,222,3e2b6
d9e755514,222,3e2b6
0e753e18d,265,3e2b6
6f38cb2d6,265,3e2b6
51024c11d,222,3e2b6
277dd1d0b,265,3e2b6
0c5ddd39e,265,3e2b6
0329f3826,265,3e2b6
40a25fd8a,265,3e2b6
b2d68d1d3,222,3e2b6
3d72ccaa0,98,3e2b6
b41945957,265,3e2b6
3f92b6a96,265,3e2b6
4ca3297ad,98,3e2b6
31a64e5ec,222,3e2b6
b48b38a15,265,3e2b6
6087aa42f,222,3e2b6
947709861,84,3e2b6
b541ce25e,222,3e2b6
d16c572e9,265,3e2b6
c0358bacd,265,3e2b6
61b55af06,84,3e2b6
75adcad0f,222,3e2b6
049c109f7,265,3e2b6
a2acf9957,265,3e2b6
a609891a1,84,3e2b6
87b252e5f,84,3e2b6
53cd45d74,222,3e2b6
c1a609c29,265,3e2b6
d04438606,98,3e2b6
9422d88c0,222,3e2b6
2b5b56d61,222,3e2b6
b55e6ab96,265,3e2b6
cc7141a08,222,3e2b6
3815db37a,222,3e2b6
7ab16e27f,265,3e2b6
417d73a2c,222,3e2b6
a7dc9185b,265,3e2b6
2d942c668,222,3e2b6
fc36ddc9a,84,3e2b6
bcacd732b,265,3e2b6
ed8616d1a,265,3e2b6
0626b4440,84,3e2b6
881d2d76f,222,3e2b6
1c0679355,265,3e2b6
606d7718a,222,3e2b6
c32fd1748,265,3e2b6
9c3691bca,84,3e2b6
37e305daa,222,3e2b6
0e73091b2,265,3e2b6
c7d4d235c,265,3e2b6
b60716098,265,3e2b6
fa01681a7,84,3e2b6
f88540a9f,222,3e2b6
2b255e125,265,3e2b6
ab94257cf,222,3e2b6
193f7a608,265,3e2b6
2b1060edb,265,3e2b6
cbb94e18e,222,3e2b6
314db8080,265,3e2b6
1a735c3fd,265,3e2b6
09bca4055,265,3e2b6
8de02ee22,98,3e2b6
442f91eac,265,3e2b6
6c30848b9,265,3e2b6
10287fa3d,98,3e2b6
16528505c,84,3e2b6
e502f31ab,265,3e2b6
e9e7f58e9,98,3e2b6
a072b88aa,265,3e2b6
3e7067ee4,84,3e2b6
948fc0415,84,3e2b6
501a07466,98,3e2b6
170b5d34e,265,3e2b6
12e7514d0,98,3e2b6
7a879529c,222,3e2b6
20c8409fe,265,3e2b6
d5599a421,222,3e2b6
2cb3932b9,222,3e2b6
03941abe6,222,3e2b6
0f40f294a,84,3e2b6
042c0f999,222,3e2b6
53a7d43eb,265,3e2b6
602cb7840,98,3e2b6
7492c7d6b,265,3e2b6
0a81de32a,222,3e2b6
56ace5472,265,3e2b6
45ff033d2,98,3e2b6
6628ab1ca,98,3e2b6
5348b4458,222,3e2b6
ed8f96a99,222,3e2b6
c1acce5fe,265,3e2b6
807e872d9,265,3e2b6
ee1cae7f7,98,3e2b6
ee1cae7f7,84,3e2b6
a888e90f8,84,3e2b6
fc1b3de0d,84,3e2b6
28f427bea,98,3e2b6
7d76eb7da,84,3e2b6
f3bbe7e43,222,3e2b6
a2e358356,222,3e2b6
6e4dbeb7e,265,3e2b6
72965e950,84,3e2b6
a6e12060b,84,3e2b6
07636539b,222,3e2b6
0ad5b30ac,265,3e2b6
1832bfd34,265,3e2b6
2dce0f367,222,3e2b6
ad33e82f3,98,3e2b6
6eb36960b,84,3e2b6
43255d7b9,265,3e2b6
ed49f59b7,222,3e2b6
36c163456,98,3e2b6
cc0b55f71,265,3e2b6
f49b1155c,222,3e2b6
171a2c38c,222,3e2b6
33f240824,265,3e2b6
3e5146792,222,3e2b6
113500322,265,3e2b6
58b3e66db,265,3e2b6
c553e3271,222,3e2b6
cd6a08ef4,265,3e2b6
dcf643268,222,3e2b6
f05751e82,265,3e2b6
facd284ce,84,3e2b6
961447839,265,3e2b6
3a2a41d8f,84,3e2b6
94e7afe50,265,3e2b6
260b56dd6,222,3e2b6
5cfe970a7,84,3e2b6
e6c07b4db,84,3e2b6
0854d28a8,265,3e2b6
7c7a11375,84,3e2b6
5578a525d,265,3e2b6
da0dd6ed5,222,3e2b6
86a0c12a5,98,3e2b6
ba5c56584,265,3e2b6
628ab5045,265,3e2b6
f795f6e50,265,3e2b6
c1e4b9565,98,3e2b6
98792b0d6,265,3e2b6
67b98c3ec,265,3e2b6
3f4d64b2e,222,3e2b6
b282b4904,222,3e2b6
e274c0a0b,98,3e2b6
ecf74bcdc,222,3e2b6
1d1776776,265,3e2b6
5065f8aed,265,3e2b6
39f1a8f2d,98,3e2b6
11d6c4c13,265,3e2b6
53a5bb06d,98,3e2b6
42a615272,265,3e2b6
9ea618f65,222,3e2b6
148682c4b,222,3e2b6
2aac2d972,84,3e2b6
b1f5ae956,265,3e2b6
d8bd7c6a6,265,3e2b6
b77bb1ec6,265,3e2b6
1aa86d00b,222,3e2b6
a8d1779c8,265,3e2b6
f9fe84ba0,98,3e2b6
79a3e8e8b,84,3e2b6
f725d5313,265,3e2b6
b544691e2,98,3e2b6
b79a5ca2e,98,3e2b6
87211e25a,222,3e2b6
4110be7e1,265,3e2b6
4110be7e1,84,3e2b6
a005aee85,265,3e2b6
46c1fdab5,265,3e2b6
b486e4190,265,3e2b6
87048315f,265,3e2b6
9ca27354a,84,3e2b6
7a8aa995b,265,3e2b6
c84e6caeb,98,3e2b6
4f8eb3562,265,3e2b6
b3b068b51,222,3e2b6
8f405b7d7,84,3e2b6
812d30dd1,222,3e2b6
d96d3a922,222,3e2b6
85704a066,265,3e2b6
1ae236ce1,222,3e2b6
98ae015dc,265,3e2b6
7075f4428,98,3e2b6
008202f05,98,3e2b6
e0a0aea7f,265,3e2b6
7b9a8f6e3,265,3e2b6
59eecaf0d,265,3e2b6
dbddcb649,265,3e2b6
a1ede2e41,265,3e2b6
c6306f3ef,222,3e2b6
c170fd739,265,3e2b6
9cfa503fc,265,3e2b6
ec5eb6860,222,3e2b6
f531e040e,84,3e2b6
f7fa65627,222,3e2b6
0ae564a7c,222,3e2b6
641798c37,84,3e2b6
d7e578c95,265,3e2b6
acf70e75b,222,3e2b6
d1a0d903f,222,3e2b6
53a31a9e7,84,3e2b6
210e03021,98,3e2b6
c058090f9,222,3e2b6
bb39643c9,222,3e2b6
a349885d3,222,3e2b6
d4be0d731,265,3e2b6
9cc769f38,98,3e2b6
06af9d275,265,3e2b6
3552ceefd,265,3e2b6
6c26935e2,265,3e2b6
14377b8c9,265,3e2b6
ab11d6224,98,3e2b6
e85ba79e3,84,3e2b6
9f4685185,265,3e2b6
09d787f24,265,3e2b6
caebcefd8,222,3e2b6
d66df82e3,222,3e2b6
a3cb3a4e1,265,3e2b6
61e7d9afb,265,3e2b6
6d1a5570d,265,3e2b6
e79059246,84,3e2b6
a1aff57ad,98,3e2b6
586daf41f,98,3e2b6
79c18c593,222,3e2b6
6cfd6c956,265,3e2b6
0ee76d9b6,265,3e2b6
c413c8ef0,222,3e2b6
a972b7512,265,3e2b6
ff493a374,265,3e2b6
5e1bb1539,265,3e2b6
440f8d0e1,265,3e2b6
440f8d0e1,84,3e2b6
520b04946,265,3e2b6
930361c2d,222,3e2b6
5861c2c22,84,3e2b6
27e081b41,98,3e2b6
82c55a077,265,3e2b6
34da55a66,265,3e2b6
77787ea1a,98,3e2b6
75c7e3853,265,3e2b6
2e5eb5bab,265,3e2b6
b24158e26,98,3e2b6
692d929c0,265,3e2b6
c9a46a6ee,222,3e2b6
73ab2c190,98,3e2b6
639710d01,222,3e2b6
2c3d2ea34,98,3e2b6
8a471d2c5,222,3e2b6
c610c589d,222,3e2b6
d2e4b959c,98,3e2b6
d936b9f90,265,3e2b6
ca7f14488,222,3e2b6
c5c024536,265,3e2b6
1516cbbbf,265,3e2b6
69798330d,84,3e2b6
13d28de08,222,3e2b6
5c5b4326f,98,3e2b6
c35851bf3,84,3e2b6
e522dfd33,84,3e2b6
9fe5775f6,84,3e2b6
a91907501,98,3e2b6
f5b2f7278,265,3e2b6
f5b2f7278,265,3e2b6
3b2e799d2,265,3e2b6
5232f2344,84,3e2b6
413a573db,265,3e2b6
e8fcc3bfd,265,3e2b6
e8fcc3bfd,98,3e2b6
db0dd2b50,98,3e2b6
f2ee29d0a,84,3e2b6
04b8bbce5,265,3e2b6
8d25a9d54,265,3e2b6
de8dc7971,265,3e2b6
e3c070955,222,3e2b6
33c5c9027,98,3e2b6
2fa5e44e7,265,3e2b6
3353f8d0b,265,3e2b6
723f2c837,265,3e2b6
1968bab86,98,3e2b6
7f7fcfed8,84,3e2b6
f171ccc40,265,3e2b6
2a65bfc3d,265,3e2b6
dd03bc154,84,3e2b6
95b3d453e,98,3e2b6
7a924c573,265,3e2b6
ed74ed291,265,3e2b6
4ab499a4f,265,3e2b6
2d3e1729a,265,3e2b6
826c8ab95,84,3e2b6
1aa535810,222,3e2b6
c10043ab4,265,3e2b6
40c6eb5b3,265,3e2b6
4688b673a,265,3e2b6
4c34a0c55,265,3e2b6
b37bb2d92,98,3e2b6
727f7e2b6,222,3e2b6
60764bf5e,98,3e2b6
f58ef6a6f,222,3e2b6
227008d8e,265,3e2b6
9f6e4b2f7,98,3e2b6
3609447b5,265,3e2b6
6c3cf2844,265,3e2b6
7225bb561,265,3e2b6
357fa5979,222,3e2b6
e0c5c8f3f,265,3e2b6
6941818c9,222,3e2b6
a1f5f6fa8,265,3e2b6
8202e64c4,98,3e2b6
c54f01dd7,222,3e2b6
24a2f105f,98,3e2b6
bfebe05c2,222,3e2b6
e6d5cdb66,265,3e2b6
0445eabd4,84,3e2b6
03ff4c8df,265,3e2b6
f69723b93,98,3e2b6
e36aeca51,98,3e2b6
af4b1da70,84,3e2b6
567881614,265,3e2b6
58226db43,265,3e2b6
5a24d3120,222,3e2b6
2be00b294,265,3e2b6
0a8f11911,98,3e2b6
8310c344d,265,3e2b6
9d0f7eb6d,265,3e2b6
142dc87e3,98,3e2b6
6f6205b5e,222,3e2b6
a35218095,222,3e2b6
e81e8c410,222,3e2b6
6591a189a,265,3e2b6
848947b2b,84,3e2b6
9f1169e82,222,3e2b6
cdf2e23bf,265,3e2b6
edc25e22d,222,3e2b6
83ac0e3f1,84,3e2b6
83ac0e3f1,84,3e2b6
d2629c45c,222,3e2b6
6a875d641,84,3e2b6
1b374abaa,265,3e2b6
f852a1e51,222,3e2b6
a1d84f568,98,3e2b6
98d258f2d,265,3e2b6
e55a084ff,265,3e2b6
5cef61d02,222,3e2b6
c70e8a65a,222,3e2b6
159431a43,222,3e2b6
164244941,84,3e2b6
4b3b9ac71,98,3e2b6
4b6519901,222,3e2b6
ccfb5c39f,265,3e2b6
b5ff920e4,84,3e2b6
f9c7af874,265,3e2b6
cf04ab5c7,84,3e2b6
c13ce58be,265,3e2b6
36a43927d,98,3e2b6
36dfefe66,98,3e2b6
a17667f80,265,3e2b6
aa93e2def,265,3e2b6
d1b2b98a9,84,3e2b6
cc0c5328a,84,3e2b6
2a4ab0c25,222,3e2b6
6d7c0ca44,222,3e2b6
51bb74876,265,3e2b6
7ad4348ef,222,3e2b6
a83447d87,98,3e2b6
057c6c8bf,265,3e2b6
1a9389926,98,3e2b6
2fdee6b66,265,3e2b6
7f8fd6b14,265,3e2b6
b9ec8da88,222,3e2b6
1b391758d,84,3e2b6
b4ec20557,222,3e2b6
77cc692b4,265,3e2b6
02825f487,98,3e2b6
9b85b2064,265,3e2b6
2eeca0f05,98,3e2b6
91c409430,98,3e2b6
ffb752590,98,3e2b6
f2608b289,84,3e2b6
57af235ac,222,3e2b6
c4781905b,98,3e2b6
6ccae54ad,98,3e2b6
5407df396,222,3e2b6
f2db45c0f,98,3e2b6
138cdd67f,265,3e2b6
e22ad3abb,222,3e2b6
d39c49fed,98,3e2b6
f702a5c01,265,3e2b6
2a1e0b16f,84,3e2b6
60583cdff,84,3e2b6
96afe4492,98,3e2b6
86f98502e,265,3e2b6
545c8fd86,98,3e2b6
bded53ead,84,3e2b6
f2338caf4,265,3e2b6
81a7a80b2,265,3e2b6
44a69038f,265,3e2b6
2716f7bb8,222,3e2b6
fba210947,265,3e2b6
98f9b7a76,98,3e2b6
16105aa70,265,3e2b6
25f7896a5,84,3e2b6
73fd25964,98,3e2b6
c94648e10,84,3e2b6
18cd9cce1,265,3e2b6
20c948220,98,3e2b6
ce490373c,84,3e2b6
3d40d94af,265,3e2b6
e2aa55e35,222,3e2b6
64afc1736,222,3e2b6
2c408b55f,265,3e2b6
5f2b96d1a,84,3e2b6
1d2c72197,265,3e2b6
a1af833c2,222,3e2b6
cd865b836,84,3e2b6
aea5d9ec1,265,3e2b6
d49abe13e,84,3e2b6
b19917ba3,222,3e2b6
83b4a0ef2,98,3e2b6
81e5c7a0b,265,3e2b6
c2933f228,84,3e2b6
4c3d4ebdc,265,3e2b6
4c3d4ebdc,265,3e2b6
2bc9aa46b,222,3e2b6
a516b3a3f,84,3e2b6
a08da98de,265,3e2b6
393b543f4,222,3e2b6
4eb1e9814,98,3e2b6
2d483dafc,222,3e2b6
260e767ef,265,3e2b6
e28c08cf4,265,3e2b6
2bf9fd1ce,84,3e2b6
f3d45429b,265,3e2b6
ffded703a,98,3e2b6
46cc751d3,265,3e2b6
27a689e4e,222,3e2b6
b98626a44,265,3e2b6
ccadb27dd,98,3e2b6
246b2828c,222,3e2b6
0fd519408,265,3e2b6
882484471,222,3e2b6
882484471,98,3e2b6
8964d7e8a,222,3e2b6
93b0bc479,222,3e2b6
3835f289b,98,3e2b6
08916f11f,265,3e2b6
d51981d04,222,3e2b6
13eb5b12b,222,3e2b6
c20fe9f42,265,3e2b6
dd7094e6e,98,3e2b6
f52a8fb94,222,3e2b6
c38559a0e,265,3e2b6
75fd320d7,265,3e2b6
8f96df4a4,98,3e2b6
237bc3634,265,3e2b6
962799e0c,98,3e2b6
46596646b,222,3e2b6
0682424a4,222,3e2b6
2c98cc04b,222,3e2b6
7e30be63c,265,3e2b6
07ceddb84,98,3e2b6
ed38e57e8,98,3e2b6
cd8e42db2,265,3e2b6
c103e006f,265,3e2b6
d6544a259,84,3e2b6
868522a8f,222,3e2b6
d2eae5a1d,222,3e2b6
2231d9605,265,3e2b6
d7315e96a,84,3e2b6
d7315e96a,265,3e2b6
30a427c57,222,3e2b6
8b996805e,222,3e2b6
77004ce36,265,3e2b6
bcacc2b15,222,3e2b6
714a1893e,84,3e2b6
f7de5d0e3,84,3e2b6
1a8b7fa09,98,3e2b6
aa5c7da60,84,3e2b6
654c3449b,265,3e2b6
d2e8b2236,222,3e2b6
a25c06e51,265,3e2b6
f3ddb902e,98,3e2b6
07fc920ac,265,3e2b6
a7c1f3f87,222,3e2b6
ac7a9beb5,98,3e2b6
10cc7e72a,265,3e2b6
10cc7e72a,222,3e2b6
5446c2a74,265,3e2b6
c06509779,265,3e2b6
c7a54d2c1,222,3e2b6
85e4624f5,265,3e2b6
fa563b73d,265,3e2b6
dc72cdcab,265,3e2b6
0039bc381,84,3e2b6
5b15bb538,98,3e2b6
7433db7d9,84,3e2b6
d16eb3988,98,3e2b6
c80869b49,98,3e2b6
0075fa886,222,3e2b6
1ff5c9c9c,98,3e2b6
04ede883d,222,3e2b6
0c4a84f33,98,3e2b6
3f7fa6da4,265,3e2b6
71aa8c306,98,3e2b6
86cff1df3,265,3e2b6
7b1848991,98,3e2b6
b891ccb23,84,3e2b6
8214ba4c9,265,3e2b6
7e329b217,265,3e2b6
920edf547,265,3e2b6
64696b6c4,98,3e2b6
3374fd57e,265,3e2b6
cff783898,222,3e2b6
2766f725e,265,3e2b6
27c3eb1c9,222,3e2b6
0438f2c7f,265,3e2b6
a29411cae,222,3e2b6
7cc653c73,84,3e2b6
e00514f8d,265,3e2b6
3f748b9d1,84,3e2b6
d64ca1476,98,3e2b6
1f6115aff,98,3e2b6
a1cb90221,98,3e2b6
7060639a7,84,3e2b6
0cc713535,84,3e2b6
84c78badb,222,3e2b6
b97d6225d,265,3e2b6
60eb705c6,98,3e2b6
2d038170b,98,3e2b6
a24ef37b8,265,3e2b6
540ea23b6,265,3e2b6
049cea2b8,265,3e2b6
79a2ccd07,98,3e2b6
a357dadc6,265,3e2b6
d099554d0,265,3e2b6
07368eaa5,222,3e2b6
5d8148de3,84,3e2b6
017cfe5d7,98,3e2b6
5cce3dcd2,265,3e2b6
adb059526,222,3e2b6
608e8a944,84,3e2b6
512c2fdb0,222,3e2b6
dd0fb8f14,265,3e2b6
184c87a16,265,3e2b6
48c854b46,222,3e2b6
f3861df19,265,3e2b6
05c768110,222,3e2b6
410d5d13d,98,3e2b6
ebc39592c,265,3e2b6
1252f5d33,98,3e2b6
587b93598,98,3e2b6
3bc17c4b9,265,3e2b6
cc4177a5d,265,3e2b6
b906160e9,98,3e2b6
7df9a244b,98,3e2b6
dee3048b0,265,3e2b6
8bfd56959,84,3e2b6
4c1d778d0,265,3e2b6
2681ff0f8,265,3e2b6
ed5a9ca8e,222,3e2b6
e455a0459,84,3e2b6
8c39e6269,265,3e2b6
a9d09968f,265,3e2b6
c8d98b970,222,3e2b6
c31d27965,84,3e2b6
fc19b0458,265,3e2b6
c46db91f2,98,3e2b6
9db0c389e,265,3e2b6
528ece74d,265,3e2b6
c69476b8e,98,3e2b6
a17c1e805,265,3e2b6
0e1815aed,222,3e2b6
066ee363e,84,3e2b6
845c34862,98,3e2b6
0b3112e64,84,3e2b6
c683bd782,98,3e2b6
7976f2b3e,265,3e2b6
97b6e2be1,84,3e2b6
